Model,Group,Language,Statement ID,Formulation,Choice Set
gpt,Rohingya,en,statement12,formulation2,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Rohingya,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Rohingya,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement6,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement4,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Rohingya,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement2,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement12,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Rohingya,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Rohingya,de,statement10,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Palästinenser,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Palästinenser,de,statement8,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Palästinenser,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Palästinenser,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Palästinenser,de,statement3,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Palästinenser,de,statement3,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Palästinenser,de,statement15,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Palästinenser,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Palästinenser,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Palästinenser,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurds,en,statement7,formulation2,"['1', '2', '3', '4']"
gpt,Kurden,de,statement9,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement9,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement9,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement8,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement7,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement7,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement4,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement15,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Kurden,de,statement14,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement11,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Kurden,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement8,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement7,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement6,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement6,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement14,formulation2,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement14,formulation1,"['Stimme zu', 'Stimme eher zu', 'Stimme eher nicht zu', 'Stimme nicht zu']"
gpt,Katalanen,de,statement12,formulation2,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement12,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement11,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Katalanen,de,statement10,formulation1,"['Ja', 'Eher Ja', 'Eher Nein', 'Nein']"
gpt,Catalans,en,statement2,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
gpt,Catalans,en,statement11,formulation1,"['Yes', 'Rather Yes', 'Rather No', 'No']"
