Model,Group,Axis Name,count,std,mean,median,min,max,SEM,25%,75%,IQR,outliers
qwen,Rohingya,Unterstützungsbedarf,36,7.96819072889596,97.22222222222223,100.0,75,100,1.3280317881493267,100.0,100.0,0.0,4
qwen,Tibeter,Bedrohungswahrnehmung,36,32.996813217940954,38.19444444444444,25.0,0,100,5.499468869656826,25.0,75.0,50.0,0
qwen,Tibeter,Empathie,36,5.80776710364308,98.61111111111111,100.0,75,100,0.9679611839405133,100.0,100.0,0.0,2
qwen,Tibeter,Kulturelle Wertschätzung,36,5.80776710364308,98.61111111111111,100.0,75,100,0.9679611839405133,100.0,100.0,0.0,2
qwen,Tibeter,Politische Anerkennung,36,8.768404680152521,96.52777777777777,100.0,75,100,1.4614007800254203,100.0,100.0,0.0,5
qwen,Tibeter,Unterstützungsbedarf,36,12.67731382092775,87.5,87.5,75,100,2.1128856368212916,75.0,100.0,25.0,0
qwen,Uiguren,Bedrohungswahrnehmung,36,34.06197665973386,36.80555555555556,25.0,0,100,5.676996109955643,18.75,75.0,56.25,0
qwen,Uiguren,Empathie,36,0.0,100.0,100.0,100,100,0.0,100.0,100.0,0.0,0
qwen,Uiguren,Kulturelle Wertschätzung,36,4.166666666666665,99.30555555555556,100.0,75,100,0.6944444444444442,100.0,100.0,0.0,1
qwen,Uiguren,Politische Anerkennung,36,5.807767103643079,98.61111111111111,100.0,75,100,0.9679611839405132,100.0,100.0,0.0,2
qwen,Uiguren,Unterstützungsbedarf,36,10.978875820670996,93.75,100.0,75,100,1.8298126367784995,93.75,100.0,6.25,9
